Total_sqft,Price
1200,125
830,60
1009,56
1800,195
1226,52.71
1500,88
1363,79
1400,240
1165,33.64
2792,220
700,59
1060,42
1200,67
1518,76
1495,75
1575,90
1440,170
1545,69
1470,50
1500,95
1450,81
1179,49
1650,110
1095,32
856,48
1143,62
1349,97.8
1280,45
480,60
1216,69.06
2493,115
1290,120
1200,96
1156,42
1230,44
1070,33.15
3752.5,177.115
1235,49.3
1117,110
1724,124
1200,90
600,43
1930,57.9
1216,75
1452,60
1355,78
7500,425
2145,190
957,53
925,48
1550,59
4000,899
2100,140
1115,61
1692,83
1100,52
1385,69
760,24.9
1335,67
910,45
1610,55
1341,75.76
1200,70
1285,44.98
2100,252
1679,92.13
2675,290
1016,45.9
1500,650
660,100
2448,400
924,35.11
500,31
1800,88
1255,77
1040,50
1062,47
805.5,19.33
950,60
1216,73
1300,98
1390,65
1033,52.58
1390,65.31
1020,52
709,34.735
1140,45
670,36.85
2171,111
1136,48
1477,80
1001,30
1040,48.86
1060,48.5
1240,44.3
3500,450
42000,175
1070,46
1253,65.8
1190,60
1312,55
750,40
1615,115
1095,60
1745,100
1050,52.5
2080,440
1220,44.6
1793,98
1100,45
1385,65
1200,45
2017,125
400,10
1400,44.81
960,33
1125,47
1551,60
600,122
1246,67.4
3200,224
1060,48
1384,59
620,23
1005,39.77
1200,128
1400,35
2400,88
1096,39
1180,50
1300,47
1020,62
600,35
3563,310
1165,47
1685,100
1580,53.56
1210,83
1030,25.75
1100,43.5
1255,77.68
1482,86
1344,108
1275,39.8
462,38
3300,318
1210,85
1320,226
1532,98.13
1245,110
1212,50
1230,65
1000,180
2257,159
1246,65.4
1080,41
1559.626694,75
1360,85
1260,47.88
1200,110
1418,104
1200,165
950,39
1020,55
1400,40.44
1440,88
800,75
1462.5,62.81
1175,69
1185,40.17
2250,113
1178,40.43
36000,450
825,44.9
1250,43
1113.12,55
1718,223
1010,35
900,41
1500,240
540,16.5
1020,29.46
1194,71.64
1470,300
600,100
1108,67.15
3895,451
700,34.99
1600,68
1850,90
1250,33
600,43
1140,49.27
1200,75
985,55
982,55
600,20
2640,142
1314,68.8
1700,68.5
1077,93
1891,66.165
2000,99
1643,75
1200,67
1116,51.91
1020,41.82
621,64
1740,55
1225,47
1241,61
1041,40.6
1050,46
4400,901
1309,64.39
1128,45
1430,50
1065,47.86
1085,64
750,30
981,37.28
1548.3,129
2302,300
1410,60
1525.84,117
1200,42.6
1030,80
1852,95
1160,33.5
918,49
1255,90
1200,250
1150,49.9
2700,324
1150,69
1227,53.49
1255,77.68
840,120
1198,82
1200,160
1559.626694,180
2600,95
2072,139
797,32
1350,68
2500,200
2215,160
525,30
2700,260
1500,90
900,55
1355,58.27
1465,49.81
1006,57
2000,75
1128,65.7
850,35
1310,68
1390,86
1390,76.45
2396,325
1170,33
1385,50
1160,42
1160,33.5
1200,69
1475,55
1939,98
850,42
675,45
1060,51
1235,47
600,110
1250,60
1460,70
1690,85
850,57
1843,82
1680,117
1047,84
1100,35
3250,600
1120,53
1095,38.33
970,35
1200,125
1100,85
1685,85
1148,59
1050,65
1465,76
3401,230
630,60
1850,150
1200,175
1750,225
1350,60
1760,160
1440,185
1200,42
1100,78
1140,46
1617.5,73.595
1410,45
1434,67.39
1180,74
1160,42
1343,86
1184,69
2246,300
4510,200
1305,59
3785,280
1540,85
1550,65.11
1345,57
975,45
1140,46
1152,34.56
3200,700
1033,31.5
1800,230
1102,53.67
1223,42.81
1762,112
560,16.6
2000,85
1410,38
1853,64.86
1455,69
1138,110
2556,169
1200,66.5
1200,37
1559.626694,185
1200,36
1870,138
1199,86
800,150
1360,54.4
1230,53
2000,120
1200,250
1047,83
6000,260
1200,76
1302.5,44.285
725,30
1645,100
870,65
1026,49.95
2000,145
1710,200
1766,130
500,15
1100,15
1221,52
680,46
1278,90
1025,66
1175,39
975,28.275
600,75
850,42
710,25
1165,33.64
625,19
1340,66
937,35
1500,210
750,52.5
1559.626694,400
1475,78
2230,130
2200,100
900,65
1116,37
948,75
970,55
1519,67.23
1200,65
1760,127
4400,525
1914,179
1820,85.5
1820,93
1565,78
1334,42.69
924,76.23
914,49
500,17
2145,125
1200,162
1650,100
3940,220
1020,29.45
1180,58
1255,120
2777.29,650
1014,35
920,90
695,25
2273,220
1140,48.95
3000,375
1180,41
2400,152
850,25
1200,60
3160,206
1769,96.87
1559.626694,160
1554.3,131
1243,46
4920,1150
905,40
627,30
2180,285
2400,260
1435,73
3405.1,400
1620,130
1862,125
674,19.9
1220,59
1027,44
1025,49
1430,54.5
1235,65
1291,32
1498,95
2180,240
1000,29.7
922,70
850,72
750,155
1123,64
1235,75
1250,55.55
2403,360
984,45.91
1305,99
1200,65
600,90
2790,204
2010,125
995,42
1277,59
1236,61.33
1265,67
525,27
2570,141
2400,390
1442,56.24
1224,70
1205,59
1233,100
1312,69
1449,90
1090,54
2100,150
1390,62.55
1200,78
600,50
1000,58
2400,190
1732,85.73
1290,80
1840,85
1917,100
1100,57
1455,60
2774,208
1200,255
1425,65
1655,113
2805,160
600,93
1040,46.79
1126,55
1600,200
1250,55.55
1800,180
1200,53
2050,100
530,29.44
2585.5,139.5
883,37
1490,59.6
1295,95
1275,59
800,30
1200,95
1063,58
656,43
1125,36
881,48.06
1350,200
700,32
1936,110
1680,101
1253,57
1640,230
1082,50
1065,30.75
2100,145
1070,58
1280,57.6
1200,300
1125,29.25
1755,122
1210,54
951,30.43
1500,75
1652.5,90
1381,76.18
1085,57
905,50
1685,95
1200,75
1151,42.9
3532,170
1665,86.91
800,40
1050,162
1030,46.5
1257,71.03
1600,82
1465,75
1650,111
1243,46
680,80
1230,80
1300,82
1000,44.5
1146,53.8
1200,120
2601,312
2159,110
1255,40
1130,60
1200,60
1040,37
1500,150
906,55
1180,41.3
1200,169
850,100
1200,47
1374,51
4700,130
630.5,32.15
2400,480
1027,44
1200,130
2384,165
1033,28.41
1200,54
2017,105
1500,138
700,43
1150,75
1495,52.33
1302,68.5
905,52
1303,55.79
1350,71
1380,95
1620,110
4800,250
1000,38.5
800,88
1250,54
1750,170
997,55
1760,111
1322,75
1365,99
1500,125
1256,50
941,48
5000,465
1665,86.58
1414,84.18
1270,55.25
800,80
4100,300
1800,105
850,35
712,38.44
2648,251.5
900,180
900,55
1200,49
654,22
708,55
600,75
1680,135
990,58
1380,42
1088,62
1414,77.5
1240,100
1810,118
2005,240
1185,58
1200,57.15
1070,52
1265,58
1100,55
1035,44
614.5,30.715
1000,97
1179,49.35
1650,84
2800,100
3500,120
1430,78.65
1130,58
1850,110
1340,54.24
4334,338
600,30
2582,250
1160,55
1200,45
1116,37.6
600,85
2663,338
1090,45
1100,45
1365,34.13
1484,79.19
1630,68
1451,52.43
1330,107
2127,135
875,120
1260,65
1173,45.75
1445,56
2250,400
1500,239
2336.5,115.89
1197,47.88
1200,225
3930,329
1450,62.4
1187,37.85
4000,850
1050,41
1370,54.8
1036,39.37
1275,41.2
2010,115
1418,106
1265,46.6
1576,58
1148,56
1000,36
1293,85
1200,66
1210,75
1126,69
1840,175
1440,70
1300,52
1276,75
600,105
1216,83
840,75
1240,300
1126,39
45,23
1162,65
1301,65
658,34
1350,250
2500,280
1559.626694,63
1208.51,42
1133,38.41
1760,116
1075,52
940,25.38
1145,57
1302.5,67.73
3900,550
3317.5,268.5
1300,50
2475,326
2040,200
1200,150
2420,190
1216,80
1459,110
1622,80
1843,85
1274,81
600,52
1430,69.5
1800,280
1565,57.91
1670,160
1695,150
1410,75
1060,42
1120,50
880,50
1083,32.49
1435,57.2
1425,56.99
900,50
2400,93
693,34.3
600,90
2435,119
1920,150
630,47
1075,50
1200,101
705,55
1200,75.6
1532,62
1330,93
1200,210
1530,60
1105,42
1566,180
1630,95.1
1256,62.8
1200,180
1595,75
1000,53
1475,58.99
2400,285
1000,28.88
2360,650
1737,95
1000,28.88
2100,150
3600,145
883,50
1243,46
1776,75
1347,37.72
1330,55
600,120
3730,370
1459,135
2259,135
2700,160
1008,32.25
1200,52.5
2328,528
600,110
660,15.5
1800,250
3100,550
1405,50.58
602,26
1710,100
1500,82
1539,60
806,128
1100,53
1151,49
920,46
1350,78.3
1200,65
1265,78
600,60
1700,93.5
1600,75
1550,120
1560,125
1000,98
1243,46
1200,160
1403,56
1010,40.39
1416,94
1628,68
1660.4,211
1680,125
1595,62
1507,95
2560,288
1949,133
800,175
1000,28.88
905,50
2480,245
1495,200
1605,105
1290,73
1100,60
2100,92
995,49.8
500,55
3526,598
1425,47
1455,55
550,23
1385,48.48
7000,210
4000,130
1060,53
1080,75
1783,125
1520,90
1060,55
1267,54.35
1155,55
2500,180
1240,65
1570,78
1019,45.9
1355,76
1537,110
4075,226
1550,52.45
1100,50
1750,150
1466,71
1550,72.5
2300,102
540,22.5
950,130
2800,250
1020,48
2880,501
1987,165
1305,75
2100,125
1125,32.5
1225,49.5
1255,55.5
1191,90
3600,303
1165,33.64
865,35.11
1850,88
497,17
1232,89
1732,85.73
1614,100
600,22
2072,155
919,34
2100,90
672,54
800,110
1200,150
2849,250
1000,42
1216,75
2245,154
1476,125
1852,130
1225,47
1597,67.12
2423,160
1152,90
1762,133
1400,92
1530,74.4
2400,400
1185,40.17
1890,108
1247,58
700,104
1000,275
1201,59.99
830,40
1165,30.29
1100,55
1890,93
1685,60
3131,349
1165,43
827,45
396,48
1200,179
635,26
4000,380
1050,50
600,76
1819.18,168
1500,125
1500,57
2850,470
1751,72
4750,1102
1020,40.89
1148,43.5
1856,135
1754,650
4273,1100
1060,49.27
1300,60
3000,100
1325,65
1261,61
1100,46
700,33
1675,135
3400,190
3260,388
1180,56
1160,45
1863,105
1914,149
1458,79
1200,115
1105,40
3035,220
1200,160
1662,90
1556,86
918,50
1455,98
1205,70
1194,65
1200,75
1100,52
1405,48.87
929,56
3436,341
1035,39.33
2100,92
1065,40.47
1532.5,84.29
1500,150
1200,99
1093,32.78
1250,45
1680,105
1146,50
1250,58
1451,60.44
1424,55
1435,62
658,26.91
1300,45
1242,65
1910,119
1610,85
1127,65
1075,42
1155,51
1280,250
1250,55
2200,160
2400,150
876,29.5
1850,89
1314,83
690,39.8
3550,167.5
1230,55
920,37.2
1850,140
1073,60
1540,76
1550,63.5
1198,65
1656,90
1900,155
1910,142
1003,43
1559.626694,48
1495,67
2172,76.02
2400,358
1200,95
1548,65
5400,972
2856,154.5
1689,103
1031,53
2119,111
1200,46.13
1060,37
1100,61
1350,225
1050,80
1250,77.88
1100,110
1200,46.13
1420,46
1500,78
1942,155
1985,130
950,39.9
1200,80
1752,105
1200,120
1200,200
1480,84
600,81
1826,130
1035,39.33
2600,98
1667,92
934,55
1559.626694,69.34
1620,76
1070,47
3600,180
1280,60
1400,60
1200,180
1330,64
1012,54.59
1611,48.33
1405,58
1515,90
1830,150
1710,60
935,51.5
2197,136
600,65
1678,92.13
1410,80
1125,65
1191,55.38
1200,79
1525,67
1464,56
920,27
651,17.5
600,25
645,16.45
1185,44
1190,68
1559.626694,200
2856,158.5
1355,73
1200,65
7000,550
1200,110
500,24
1250,50
1480,58
3300,329
1583,70.445
1206,53
1357,130
925,46.5
909,40.9
3000,335
1100,55
3000,815
1100,54
975,65
1306,44.17
1200,95
610,39
1484,56.4
1125,47
1447,75.97
2882,158
750,88
2075,115
1250,58
1272,51.5
1050,125
625,24
840,50
2502,180
583,26.9
900,27
1115,50
1464,56
2200,121
750,51
1600,58
1365,49
1300,64
1200,69
1260,35
1190,33.92
2480,260
1250,38
1500,75
1510,47.57
1187,59
1120,53.76
1115,34.555
1717,99
2099,95
1100,58
1200,48
1465,45.87
1500,75
4050,600
1255,90
1220,88
1065,30.88
1765,80
1281,87
1210,25
1215,43
1200,87
1237,73
1300,70
1105,39.99
1505,42
3900,310
1186,65
900,51
750,35.5
1083,28
1430,78.65
1056,68
2108,85
1650,101
1220,36.6
1198,54
1190,70
900,41
2690,185
1340,65
2940,2250
2400,400
2324,26.73
1260,59.2
2254,153
2990,210
1800,250
820,45
1296,65
1190,53.55
1173,77
1800,90
1102,52
913,36
1176,35.27
1620,65
2968,225
1519,65
1345,106
1594,99
1250,68
1056,60
1200,68.4
1290,77.5
1150,48
1464,145
1200,36
861,36.5
1047,82.62
1200,75
1200,190
1065,45
2300,369
1000,62
1682,113
1756,131
4000,1000
1050,90
1238,67.32
814,42
1145,46.5
965,34
750,36
1300,55
1590,131
644,40
982,37
1260,100
1555,75.17
2500,450
1225,48
1085,46
1640,220
1595,110
1196,40.44
1859,108
1079,60
550,27
1118,42
1198,60
1162.5,30.215
1830,135
1160,59
1485,156
2070,135
750,150
957,52.5
2400,310
1268,69
1450,87
1600,75
1330,57
1355,65
1272,51.5
1100,38.49
1220,58
1075,46.76
800,55
995,34.82
900,44
1140,42
1480,125
1710,90.63
2106,148
2400,270
3800,130
800,120
1602,104
1660,116
1549,80
700,38
1012,64
1469,89
1216,69
1065,56.13
1411,93.15
1400,57.5
1250,29
1245,62
1115,50
1000,35
1580,71.89
1800,90
1500,130
645,16.45
1275,44
1494,82
1949,129
1020,46.5
883,45
3200,280
1680,125
2232,300
2010,125
1240,80
1213,63
1835,88
1800,185
2932,195
3425,250
945,45
1504,100
1569,150
1755,130
1760,140
1240,43.94
1450,72.54
1000,48
3820,306
2000,145
1215,59
1559.626694,550
1330,73.5
1178,75
1500,192
2040,59
2000,85
1602,165
1200,130
1194,46
1800,220
2400,152
1700,108
1200,65
1500,72
1240,165
3000,400
1737,85
900,55
1280,48
1560,85
883,44
750,33
2400,140
900,45
1030,49.35
1850,155
1831,110
1095,38.33
1320,38.13
1272.5,40.72
1000,61
1820,85.4
1075,41
1500,83
360,16.9
925,40.7
1140,70.93
1145,58.4
1862,120
947,43
1559.626694,211
700,195
1120,40
2700,200
1805,75
1100,93
1355,135
1677,98
2500,95
1560,74
2060,150
1716,115
1864,140
638,32
1200,95
1150,170
937,30
1490,115
4856,410
4003,525
1100,37
1000,48.53
1060,37
1047,91
1200,80
1420,75
1539,85
1550,59
1555,82
600,138
1553,68
920,26
1740,120
1855,145
1724,146
1020,60
1000,150
1250,50
1450,75
1200,80
1140,58
900,110
550,16
1450,44
1500,25.49
700,35.07
1200,56
1050,45
1600,69
1625,75
1492,65
2856,157.5
1489,82
1560,62.38
1140,42
1431,65
1682,114
1198,86.26
3664,325
1550,69.75
1026,45
1260,52
690,42
539,45
1200,85
2400,120
1200,79.55
2500,350
1186,40
1039,39.5
1500,233
1500,100
2520,150
1225,66.5
1350,72
1030,300
1550,49.6
1490,79
1520,111
4100,550
1391,64.5
1200,50
1200,86
2500,500
1322,80
2173,128
1200,75
1200,47
1170,65
1125,45.56
698.5,28.57
1250,90
1025,27.68
1075,36
1900,190
1435,45
1175,64.98
1464,56
900,33
585,21
3170,230
1602,170
1220,42
2500,350
2145,180
960,58
907,38
1210,74
900,150
1230,70
1350,75
1150,58
1404,53.35
1050,48
1020,155
1285,56
1018,50.8
1200,57
1115,50
1600,95
1480,80
2500,125
480,25
1435,53
450,60
600,23
1590,85
1730,28.545
936,40.2
1181,75
1741,80
1750,123
1050,42.7
1027,60
596,22
3463,310
1600,70
2790,198
1000,60
1120,44.24
1200,85
1200,35
1570,110
1500,135
1315,140
1140,33.84
1105,90
1200,34.65
905,62
2400,350
1185,50
1083,100
1458,60
1555,75
1200,45
1308,58.86
1024,44
1194,47
1450,75
1639,120
1870,138
1232,87
1719,184
975,24.86
2000,130
1230,79
1350,140
1076,67
2400,125
995,34.82
2120,177
2400,460
850,78
1096,40.55
1107.83,41.51
505,85
1320,115
1431.5,72.02
1320,99.26
2901,190
1315,65
1000,44
1596,79.8
1750,130
2403,270
1350,47.25
4062.5,341
1175,79
921,29.47
4000,1100
1713,125
1200,43
1900,90
1664,68
1795,139
600,19.5
1240,65
1965,132
600,99
4111,370
1200,59.76
1112,68
3000,60
1136,64.5
914,55
1270,50.79
1050,47.25
1385,68.5
990,35
845,43
1485,96.51
1460,43.79
1450,57
1360,53
1375,58
1125,48
720,60
1460,100
1107,40
1158,75
800,30
600,90
1760,128
3200,200
600,145
1350,60
600,100
1125,32.49
1706,154
1600,112
1200,90
1755,101
1200,50
1200,67
1266.67,69
1800,90
1200,275
1300,64
800,60
4800,550
1029.5,50.855
1128,40
2000,160
1210,80
2710,142
1151,39
7500,1700
1464,56
1017,27
920,40
1200,180
1000,140
1750,86.5
1163,65
1650,110
1800,95
1100,58
1200,60
1410,65
1933,98
1200,45.6
1608,63
2679,280
1156,46.9
1230,75
770,43.82
1777.26,105
1339,85
3044,183
1080,44.8
3150,145
2400,135
1450,72
1075,53
1163,62
1200,65
1200,135
3090,325
1299,100
1130,32.63
1170,75
2195,152
2600,175
1140,43.32
1900,125
1090,31.48
1110,39.95
705,57
1089,60
880,48
1080,32
1093,68.1
1480,75.48
1703,125
1200,60
1690,116
1305,78
1257,40.22
1150,45
1194,55
2000,90
1500,99
1025,42.5
980,38.19
1200,100
2225,149
1022,57
882,72
1153,45
1175,60
1560,68
650,17
600,65
1350,55
1200,76
1200,54
800,25
2093,104
1320,55.44
1275,73
1215,43.13
1130,45.2
1444,71.5
950,38
1000,90
1240,59.52
600,125
1231,50
1300,120
1713,110
1200,53.33
3004,158
1310,46
790,49.5
1744,200
1605,100
1250,82
2476,337
1260,76
1615,175
1180,56
1255,50.19
1025,53.9
1877,150
1649,150
2600,675
2500,125
1542,98
1418,105
1012,42
1200,65
1115,43
1680,95
1171,72
1027,68.62
1700,75
1090,38.15
1232,74
766,28
1200,180
525,27
1559.626694,109
1452,41
1254,65
3600,110
1593,118
1333,77.27
1100,110
1375,54.99
1650,82
1430,51.48
940,54
435,21
1160,36.54
1500,77.5
1890,100
1050,70
1200,220
1027,43
1495,61.28
3000,235
1459,95
1711,85.61
1250,98
645,16.45
875,57
1334,67
1140,32.92
1115,50
1200,200
1776,190
2072,160
1600,170
1200,115
920,39
778,25.29
1310,95
1631,80
525,27.5
1395,82
2000,105
1232,66
1075,55
1205,70
1200,165
2340,129
1179,55
1013,51
1160,40.6
1559.626694,290
1200,62.5
1200,80
1255,50.19
1100,145
1069,55
1200,99
1400,285
1065,55
1395,75
1725,165
1007,43
1436,55
4250,150
1645,117
1200,58
940,43.61
4300,175
2850,343
1740,191
1194,47
3761,650
1829,125
1800,178
1000,60
5720,350
800,98
675,15
1390,95
1500,104
2047,136
1202,79
1012,59
2132,80
1350,340
605,40
1331,88
1200,69
1150,250
1200,136
1800,300
600,50
1280,49
1007,62
1370,61
925,35
1500,75
450,12.5
1200,140
1341,95
1350,47.25
992,60
1163,68
1229,70
600,39
1219,61.26
1525,99.13
1147,60
1412,88
1200,215
1044,34.77
1190,63
1240,65
1352,65
1100,55
1330,39.9
1700,111
1355,67
1200,46
400,25
1342,70
1615,50.87
1340,65
1200,54
400,55
1080,52
1600,31
1200,34
2700,150
1780,110
1605,65
7200,1584
646,65
1200,80
900,49
1830,88
690,83
650,500
1800,68
715,32
1230,31.37
1065,42.59
1350,185
1080,149
900,65
946,45
1500,60
1711,110
1200,160
950,25.65
1656,80
1075,46.76
1752.12,133
6000,220
1540,85
600,125
665,32
1665,110
1145,54
1185,41
1200,190
1693,125
2456,220
2559,403
1155,40.6
1610,64.4
1200,56.58
1530,185
1709,80
600,60
2700,290
840,150
1400,50
1200,42
1439,57.23
1375,72
2990,416
1200,75
1315,75
1500,40
3600,200
1178,82
1430,59
1400,65.8
1093,72
1200,45
5000,360
1200,130
2210,156
1150,70
1435,60
600,100
1173,78.2
1140,39
1717,120
1325,65
1370,67
1025,90
1409,62
1200,52
1200,53.5
1740,130
1232,88
1200,36
5924,625
1250,50
1475,171
2100,85
552,23.5
1065,42.59
1000,130
1225,65
650,16
1067,52
1364,56
1750,75
1240,71
1200,75
1540,75
1504,102
1116,49.8
2365,175
1308,37
864,45
1200,139
1069,38
1333,100
1800,145
6136,550
1698,107
1275,43.6
1060,48
1160,49
1484,65
675,70
1200,325
1310,66
1806,370
3000,240
2145,165
1693,125
1230,60
1200,145
1310,37.83
1150,60
1385,66.5
1066,52.5
2293,80.26
720,81
1625,92
1246,67.4
2100,252
2400,250
3900,195
1000,70.65
907,38
3500,138
1395,79
1180,50
1903,140
1175,47
1272,51.5
1490,92
1144,67
2400,140
1143,53
2500,190
1216,75
1044,60
1352,93
1552,75
1785,120
810,34.5
1650,51.98
1595,70.39
1060,35
1410,65
1523,56
1591,122
1640,84
450,16
1305,60
1590,54
1240,45
1200,54
1100,41.16
1180,128
1115,50
845,33
1567.2,190
1310,45
26136,150
959,42.5
1200,140
883,37
1050,55.5
1390,70.21
1559.626694,46
1280,69
1280,150
1614,95
1000,58
1196,57.9
1220,57
950,31.95
2400,325
1141,55
1200,51
1380,55
855,32
645,16.45
922,36
1200,43.2
1240,65
1070,42
1293,75
1380,50
1599,80
967,41.1
1885,90
860,65.5
1075,19.5
1050,63.5
1595,88
1350,102
1204,45
2990,240
1035,49
1000,29.95
1457,85
1194,47
1100,66
1655,120
1691.2,115
1215,46.1
1155,50.125
1639,129
1685,135
1008,180
1100,38
2122,125
1050,47
1230,45
1240,60
1252,65
1374,88
500,30
1200,225
1355,83.87
1040,45
1350,68
4003,300
2400,135
1560,90
1151,43.16
1360,47.59
1250,60
1110,29.97
1015,50
1351,78
960,50
1110,52
1680,72
2400,180
11000,2000
1350,48.6
1254,47
1255,115
1051,61
1200,205
1099,65
2650,199
2000,160
1541,130
1200,70
1125,45
1650,85
834,62
1320,60
1200,149
1000,160
1500,74
4400,500
1559.626694,125
600,52
1180,70
1010,50
1070,38
1580,105
1200,325
2000,165
1920,130
1200,76
1040,45
1430,90
1215,52.85
650,70
1564,105
800,52
750,58
1200,60
1128,48.79
1200,44.4
2000,135
2750,260
2400,480
1650,105
1235,148
1200,55
900,100
985,42
1475,63
3450,348
1157,53.99
900,35
2500,120
1030,60
1000,46
3800,325
4260,333
1950,175
1570,65.94
1283,68
875,40
1200,52
2700,500
2400,180
1250,68.75
3630,196
990,37.62
1199,85
1280,90
2750,413
1190,55
1100,60
2075,175
1133,55
2400,140
1280,69
1250,65
1565,49.3
1900,65
1080,45
600,47
1240,180
1335,87
1246,67.3
3496.5,237.5
1385,55
1578,73.9
1140,46
1700,79.9
1050,90
1120,70
435,22
1116,51.89
1480,95
1000,50
1145,46
800,32
1265,83
1700,88.2
1475,70
1265,55
1200,58
2180,210
1080,50
2023,130
2400,125
1545,66
1804,166
1200,200
1350,58
1108,74.23
1730,115
1427,70
935,35.53
1073,31.77
960,37
2215,150
1125,32.49
1230,55
1438,89
1080,75
1200,125
1200,103
1590,58
1350,68
1400,48
1560,72
1810,57
2274.24,160
1484,74.18
1650,220
1455,55
2280,184
4900,980
2079,220
1351,74
1223,42.81
1430,61
3589,400
1310,37.83
1800,300
1120,175
984,55
1770,100
900,105
1350,120
1447,75.97
1140,60
1170,34
1160,46.39
1296,89
1570,80
1495,65
1530,67
900,140
1800,70
1088,48
1533,98.18
1100,68
1540,90
1244,48
1040,68.59
1034,101
1260,39.69
1180,41.3
1245,100
1350,75
1464,56
470,10
920,60
2300,160
1124,30.35
2095,109
1100,71.42
1019,58
1756,128
1280,50
1200,125
1700,150
2134,118
1369.1,98
600,69
1313,150
2515,155
2215,154
1440,72
1186,55.33
1350,47.24
1800,140
1600,79
1000,35
2275,285
1305,59
1740,150
900,90
1567,140
1082,45.5
1050,80
1200,56
3500,185
1220,52
1970,164
2665,350
2130,120
1749,120
1260,108
1559.626694,48
1170,120
1670,75
2264,168
3500,450
1100,55
674,19.9
1320,160
600,85
1125,65
1125,44.5
700,29
1300,75
1600,83
1052,60
1140,145
1130,36
1140,225
2200,220
1500,63
1350,47.25
1230,52
1520,85
525,26.25
1040,61
1300,67
2690,201
780,70
1140,51.2
1225,33.08
646,25.84
1600,150
1890,125
1050,34
1200,100
1458,62
1200,86
1970,160
1808,80
1007,67
1105,50
1700,150
1170,50
1080,45
1150,62
1200,57.9
1200,54
1656,75
600,87
1040,50
1085,33.7
1215,49.75
2150,115
1100,120
1210,77
1050,55
600,70
1920,150
1250,50
947.55,80
1421,90
1050,155
1425,74.31
1162,58
905,60
914,32
1258,58
1100,220
3500,289
2400,450
4200,800
1537,70
1230,53.51
2400,300
2250,200
2000,69
3000,130
2600,325
3200,250
950,32
4000,200
1282,48.72
1304,111
2100,200
1220,49
1636,85
1415,65
1559.626694,217
1728,125
1680,125
1235,140
900,115
3990,260
1495,83
1500,175
2501,138
381,28
3301.8,570
2002,120
3200,260
1200,70
1500,235
1942,90
1522.5,60.75
660,95
1200,170
1450,90
1039,50
1210,80
995,24.88
1620,90
3204,395
3408,260
1314,55
945,33
1374,72
1603,113
1230,52
670,50
1864,105
2500,100
1625,54
1186,55
1500,382
770,39.9
1085,45
3754,480
1893,115
600,65
1496,78
1305,33.28
1550,82
1200,58.17
1494,94.55
1286,69
600,100
1860,95
425,750
1243,45
1200,75
1044,32
1040,41.59
1125,36.94
3489,662
1278,59
2400,98
1250,43
2400,125
4166,560
1210,75
1200,110
1157,57.84
1185,51.15
1450,100
1859,121
1763,262
900,25
1305,60
1200,100
784,35.285
5000,400
1150,36.8
1806,85
1027,42
1002,40.08
1220,36.21
1109,35.22
1002,40.08
1308,89.04
1232,69.6
1027,44
1250,65
900,170
960,80
1255,53.87
1434,84
925,30
1858,123
1205,70
1500,90
1200,200
1020,48.95
965,56
1800,270
1200,90
1636,82.89
1724,125
1216,67
654,36.25
2460,80
1190,41
1200,180
1636,92
1195,73
2400,251
1250,67
1452,90
1546,95
3385.5,142
1440,275
2260,80
2700,90
1475,171
3000,150
375,26
1007,66
1559.626694,125
5422,1900
1020,47
1000,150
800,59.5
1200,95
1125,55
1150,140
909,43
2850,240
1400,85
1152,61
958,34.49
1150,55
2990,173
1310,85
1590,126
1645,110
1800,100
1795,150
1100,35
777,38.535
925,70
1542.14,120
3746,375
1430,54
1020,55
750,42
1140,32.92
967,45
2470,203
850,35.5
1100,32
1697,110
1250,47
1120,50
1200,95
5100,375
2400,480
1200,52
1100,44
1417,76
1492,88
1498,79.15
3500,350
1010,48.27
1255,53.5
1050,35
1847,125
1200,55
982,37.28
2144.6,145
750,36.5
919,35
1087,54.3
1480,74
1180,52
2100,255
1221,65
1194,46
2072,122
1600,69
2200,98
1640,220
1253,81.5
1061,54.92
1950,115
1250,68
1585,80
1452,60.98
1015,37
2464.5,118
1125,56.8
1116,40
400,35
4000,325
3900,410
1300,100
1419,60.42
1310,55
2072,152
1240,58.58
1565,98.91
1820,89
2500,88
3657,310
1245,62
1315,65
1410,73
1375,60
1299,95
993,45.5
1200,45
985,156
2400,180
1255,95
1655,131
2830,190
6000,276
550,15
825,40
1634,111
1200,105
1222,80
1500,63
1890,100
3750,375
850,39.5
1295,78.5
1320,100
950,179
1200,225
3000,170
1197,82
1320,60
1180,98.5
840,57.6
640,19.83
1693,71.38
1000,62
1305,70
450,18
705,57
750,75
4800,150
5000,600
5000,425
1991,104
1779,90
10200,1250
870,38
1595,120
525,26
945,120
2400,420
2000,138
1614,93
1200,40
1150,46
3200,440
1610,80.48
1190,41
1050,50
4800,420
1460,97
3400,400
600,33
1569,70
2600,147
645,42.5
1200,180
800,95
800,80
1350,90
2780,325
1410,45.12
1109,35.47
2000,1063
800,72
1215,68
1230,250
2273,192
1255,52.76
1020,49
1225,82
1120,60
2400,625
1225,69
5200,242
4000,700
1984,145
2425,197
1200,56.12
1127,45
1655,97
500,14
1200,68.38
1000,43
1225,47.88
1350,45
600,95
1175,49
655,27
1311,84.86
600,90
1000,38.5
1196,96
1050,59
1275,52
927,50
1520,61
2400,395
1333,104
600,18
1326,34.8
1773.5,85.125
1370,125
1100,85
1650,100
1917,132
780,75
950,58.11
1175,48.72
1089,43.55
1804,175
1257,68.5
650,19.87
1850,150
2800,200
945,40
